output type,mirror type,in,out,value
Waveform,collate,"SR01C-DI-EBPM-01:SA:X, SR01C-DI-EBPM-02:SA:X, SR01C-DI-EBPM-03:SA:X, SR01C-DI-EBPM-04:SA:X, SR01C-DI-EBPM-05:SA:X, SR01C-DI-EBPM-06:SA:X, SR01C-DI-EBPM-07:SA:X, SR02C-DI-EBPM-01:SA:X, SR02C-DI-EBPM-02:SA:X, SR02C-DI-EBPM-03:SA:X, SR02C-DI-EBPM-04:SA:X, SR02C-DI-EBPM-05:SA:X, SR02C-DI-EBPM-06:SA:X, SR02C-DI-EBPM-07:SA:X, SR02C-DI-EBPM-08:SA:X, SR03C-DI-EBPM-01:SA:X, SR03C-DI-EBPM-02:SA:X, SR03C-DI-EBPM-03:SA:X, SR03C-DI-EBPM-04:SA:X, SR03C-DI-EBPM-05:SA:X, SR03C-DI-EBPM-06:SA:X, SR03C-DI-EBPM-07:SA:X, SR04C-DI-EBPM-01:SA:X, SR04C-DI-EBPM-02:SA:X, SR04C-DI-EBPM-03:SA:X, SR04C-DI-EBPM-04:SA:X, SR04C-DI-EBPM-05:SA:X, SR04C-DI-EBPM-06:SA:X, SR04C-DI-EBPM-07:SA:X, SR05C-DI-EBPM-01:SA:X, SR05C-DI-EBPM-02:SA:X, SR05C-DI-EBPM-03:SA:X, SR05C-DI-EBPM-04:SA:X, SR05C-DI-EBPM-05:SA:X, SR05C-DI-EBPM-06:SA:X, SR05C-DI-EBPM-07:SA:X, SR06C-DI-EBPM-01:SA:X, SR06C-DI-EBPM-02:SA:X, SR06C-DI-EBPM-03:SA:X, SR06C-DI-EBPM-04:SA:X, SR06C-DI-EBPM-05:SA:X, SR06C-DI-EBPM-06:SA:X, SR06C-DI-EBPM-07:SA:X, SR07C-DI-EBPM-01:SA:X, SR07C-DI-EBPM-02:SA:X, SR07C-DI-EBPM-03:SA:X, SR07C-DI-EBPM-04:SA:X, SR07C-DI-EBPM-05:SA:X, SR07C-DI-EBPM-06:SA:X, SR07C-DI-EBPM-07:SA:X, SR08C-DI-EBPM-01:SA:X, SR08C-DI-EBPM-02:SA:X, SR08C-DI-EBPM-03:SA:X, SR08C-DI-EBPM-04:SA:X, SR08C-DI-EBPM-05:SA:X, SR08C-DI-EBPM-06:SA:X, SR08C-DI-EBPM-07:SA:X, SR09S-DI-EBPM-01:SA:X, SR09S-DI-EBPM-02:SA:X, SR09C-DI-EBPM-01:SA:X, SR09C-DI-EBPM-02:SA:X, SR09C-DI-EBPM-03:SA:X, SR09C-DI-EBPM-04:SA:X, SR09C-DI-EBPM-05:SA:X, SR09C-DI-EBPM-06:SA:X, SR09C-DI-EBPM-07:SA:X, SR10C-DI-EBPM-01:SA:X, SR10C-DI-EBPM-02:SA:X, SR10C-DI-EBPM-03:SA:X, SR10C-DI-EBPM-04:SA:X, SR10C-DI-EBPM-05:SA:X, SR10C-DI-EBPM-06:SA:X, SR10C-DI-EBPM-07:SA:X, SR11C-DI-EBPM-01:SA:X, SR11C-DI-EBPM-02:SA:X, SR11C-DI-EBPM-03:SA:X, SR11C-DI-EBPM-04:SA:X, SR11C-DI-EBPM-05:SA:X, SR11C-DI-EBPM-06:SA:X, SR11C-DI-EBPM-07:SA:X, SR12C-DI-EBPM-01:SA:X, SR12C-DI-EBPM-02:SA:X, SR12C-DI-EBPM-03:SA:X, SR12C-DI-EBPM-04:SA:X, SR12C-DI-EBPM-05:SA:X, SR12C-DI-EBPM-06:SA:X, SR12C-DI-EBPM-07:SA:X, SR13S-DI-EBPM-01:SA:X, SR13S-DI-EBPM-02:SA:X, SR13C-DI-EBPM-01:SA:X, SR13C-DI-EBPM-02:SA:X, SR13C-DI-EBPM-03:SA:X, SR13C-DI-EBPM-04:SA:X, SR13C-DI-EBPM-05:SA:X, SR13C-DI-EBPM-06:SA:X, SR13C-DI-EBPM-07:SA:X, SR14C-DI-EBPM-01:SA:X, SR14C-DI-EBPM-02:SA:X, SR14C-DI-EBPM-03:SA:X, SR14C-DI-EBPM-04:SA:X, SR14C-DI-EBPM-05:SA:X, SR14C-DI-EBPM-06:SA:X, SR14C-DI-EBPM-07:SA:X, SR15C-DI-EBPM-01:SA:X, SR15C-DI-EBPM-02:SA:X, SR15C-DI-EBPM-03:SA:X, SR15C-DI-EBPM-04:SA:X, SR15C-DI-EBPM-05:SA:X, SR15C-DI-EBPM-06:SA:X, SR15C-DI-EBPM-07:SA:X, SR16C-DI-EBPM-01:SA:X, SR16C-DI-EBPM-02:SA:X, SR16C-DI-EBPM-03:SA:X, SR16C-DI-EBPM-04:SA:X, SR16C-DI-EBPM-05:SA:X, SR16C-DI-EBPM-06:SA:X, SR16C-DI-EBPM-07:SA:X, SR17C-DI-EBPM-01:SA:X, SR17C-DI-EBPM-02:SA:X, SR17C-DI-EBPM-03:SA:X, SR17C-DI-EBPM-04:SA:X, SR17C-DI-EBPM-05:SA:X, SR17C-DI-EBPM-06:SA:X, SR17C-DI-EBPM-07:SA:X, SR18C-DI-EBPM-01:SA:X, SR18C-DI-EBPM-02:SA:X, SR18C-DI-EBPM-03:SA:X, SR18C-DI-EBPM-04:SA:X, SR18C-DI-EBPM-05:SA:X, SR18C-DI-EBPM-06:SA:X, SR18C-DI-EBPM-07:SA:X, SR19C-DI-EBPM-01:SA:X, SR19C-DI-EBPM-02:SA:X, SR19C-DI-EBPM-03:SA:X, SR19C-DI-EBPM-04:SA:X, SR19C-DI-EBPM-05:SA:X, SR19C-DI-EBPM-06:SA:X, SR19C-DI-EBPM-07:SA:X, SR20C-DI-EBPM-01:SA:X, SR20C-DI-EBPM-02:SA:X, SR20C-DI-EBPM-03:SA:X, SR20C-DI-EBPM-04:SA:X, SR20C-DI-EBPM-05:SA:X, SR20C-DI-EBPM-06:SA:X, SR20C-DI-EBPM-07:SA:X, SR21C-DI-EBPM-01:SA:X, SR21C-DI-EBPM-02:SA:X, SR21C-DI-EBPM-03:SA:X, SR21C-DI-EBPM-04:SA:X, SR21C-DI-EBPM-05:SA:X, SR21C-DI-EBPM-06:SA:X, SR21C-DI-EBPM-07:SA:X, SR22C-DI-EBPM-01:SA:X, SR22C-DI-EBPM-02:SA:X, SR22C-DI-EBPM-03:SA:X, SR22C-DI-EBPM-04:SA:X, SR22C-DI-EBPM-05:SA:X, SR22C-DI-EBPM-06:SA:X, SR22C-DI-EBPM-07:SA:X, SR23C-DI-EBPM-01:SA:X, SR23C-DI-EBPM-02:SA:X, SR23C-DI-EBPM-03:SA:X, SR23C-DI-EBPM-04:SA:X, SR23C-DI-EBPM-05:SA:X, SR23C-DI-EBPM-06:SA:X, SR23C-DI-EBPM-07:SA:X, SR24C-DI-EBPM-01:SA:X, SR24C-DI-EBPM-02:SA:X, SR24C-DI-EBPM-03:SA:X, SR24C-DI-EBPM-04:SA:X, SR24C-DI-EBPM-05:SA:X, SR24C-DI-EBPM-06:SA:X, SR24C-DI-EBPM-07:SA:X",SR-DI-EBPM-01:SA:X,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Waveform,collate,"SR01C-DI-EBPM-01:SA:Y, SR01C-DI-EBPM-02:SA:Y, SR01C-DI-EBPM-03:SA:Y, SR01C-DI-EBPM-04:SA:Y, SR01C-DI-EBPM-05:SA:Y, SR01C-DI-EBPM-06:SA:Y, SR01C-DI-EBPM-07:SA:Y, SR02C-DI-EBPM-01:SA:Y, SR02C-DI-EBPM-02:SA:Y, SR02C-DI-EBPM-03:SA:Y, SR02C-DI-EBPM-04:SA:Y, SR02C-DI-EBPM-05:SA:Y, SR02C-DI-EBPM-06:SA:Y, SR02C-DI-EBPM-07:SA:Y, SR02C-DI-EBPM-08:SA:Y, SR03C-DI-EBPM-01:SA:Y, SR03C-DI-EBPM-02:SA:Y, SR03C-DI-EBPM-03:SA:Y, SR03C-DI-EBPM-04:SA:Y, SR03C-DI-EBPM-05:SA:Y, SR03C-DI-EBPM-06:SA:Y, SR03C-DI-EBPM-07:SA:Y, SR04C-DI-EBPM-01:SA:Y, SR04C-DI-EBPM-02:SA:Y, SR04C-DI-EBPM-03:SA:Y, SR04C-DI-EBPM-04:SA:Y, SR04C-DI-EBPM-05:SA:Y, SR04C-DI-EBPM-06:SA:Y, SR04C-DI-EBPM-07:SA:Y, SR05C-DI-EBPM-01:SA:Y, SR05C-DI-EBPM-02:SA:Y, SR05C-DI-EBPM-03:SA:Y, SR05C-DI-EBPM-04:SA:Y, SR05C-DI-EBPM-05:SA:Y, SR05C-DI-EBPM-06:SA:Y, SR05C-DI-EBPM-07:SA:Y, SR06C-DI-EBPM-01:SA:Y, SR06C-DI-EBPM-02:SA:Y, SR06C-DI-EBPM-03:SA:Y, SR06C-DI-EBPM-04:SA:Y, SR06C-DI-EBPM-05:SA:Y, SR06C-DI-EBPM-06:SA:Y, SR06C-DI-EBPM-07:SA:Y, SR07C-DI-EBPM-01:SA:Y, SR07C-DI-EBPM-02:SA:Y, SR07C-DI-EBPM-03:SA:Y, SR07C-DI-EBPM-04:SA:Y, SR07C-DI-EBPM-05:SA:Y, SR07C-DI-EBPM-06:SA:Y, SR07C-DI-EBPM-07:SA:Y, SR08C-DI-EBPM-01:SA:Y, SR08C-DI-EBPM-02:SA:Y, SR08C-DI-EBPM-03:SA:Y, SR08C-DI-EBPM-04:SA:Y, SR08C-DI-EBPM-05:SA:Y, SR08C-DI-EBPM-06:SA:Y, SR08C-DI-EBPM-07:SA:Y, SR09S-DI-EBPM-01:SA:Y, SR09S-DI-EBPM-02:SA:Y, SR09C-DI-EBPM-01:SA:Y, SR09C-DI-EBPM-02:SA:Y, SR09C-DI-EBPM-03:SA:Y, SR09C-DI-EBPM-04:SA:Y, SR09C-DI-EBPM-05:SA:Y, SR09C-DI-EBPM-06:SA:Y, SR09C-DI-EBPM-07:SA:Y, SR10C-DI-EBPM-01:SA:Y, SR10C-DI-EBPM-02:SA:Y, SR10C-DI-EBPM-03:SA:Y, SR10C-DI-EBPM-04:SA:Y, SR10C-DI-EBPM-05:SA:Y, SR10C-DI-EBPM-06:SA:Y, SR10C-DI-EBPM-07:SA:Y, SR11C-DI-EBPM-01:SA:Y, SR11C-DI-EBPM-02:SA:Y, SR11C-DI-EBPM-03:SA:Y, SR11C-DI-EBPM-04:SA:Y, SR11C-DI-EBPM-05:SA:Y, SR11C-DI-EBPM-06:SA:Y, SR11C-DI-EBPM-07:SA:Y, SR12C-DI-EBPM-01:SA:Y, SR12C-DI-EBPM-02:SA:Y, SR12C-DI-EBPM-03:SA:Y, SR12C-DI-EBPM-04:SA:Y, SR12C-DI-EBPM-05:SA:Y, SR12C-DI-EBPM-06:SA:Y, SR12C-DI-EBPM-07:SA:Y, SR13S-DI-EBPM-01:SA:Y, SR13S-DI-EBPM-02:SA:Y, SR13C-DI-EBPM-01:SA:Y, SR13C-DI-EBPM-02:SA:Y, SR13C-DI-EBPM-03:SA:Y, SR13C-DI-EBPM-04:SA:Y, SR13C-DI-EBPM-05:SA:Y, SR13C-DI-EBPM-06:SA:Y, SR13C-DI-EBPM-07:SA:Y, SR14C-DI-EBPM-01:SA:Y, SR14C-DI-EBPM-02:SA:Y, SR14C-DI-EBPM-03:SA:Y, SR14C-DI-EBPM-04:SA:Y, SR14C-DI-EBPM-05:SA:Y, SR14C-DI-EBPM-06:SA:Y, SR14C-DI-EBPM-07:SA:Y, SR15C-DI-EBPM-01:SA:Y, SR15C-DI-EBPM-02:SA:Y, SR15C-DI-EBPM-03:SA:Y, SR15C-DI-EBPM-04:SA:Y, SR15C-DI-EBPM-05:SA:Y, SR15C-DI-EBPM-06:SA:Y, SR15C-DI-EBPM-07:SA:Y, SR16C-DI-EBPM-01:SA:Y, SR16C-DI-EBPM-02:SA:Y, SR16C-DI-EBPM-03:SA:Y, SR16C-DI-EBPM-04:SA:Y, SR16C-DI-EBPM-05:SA:Y, SR16C-DI-EBPM-06:SA:Y, SR16C-DI-EBPM-07:SA:Y, SR17C-DI-EBPM-01:SA:Y, SR17C-DI-EBPM-02:SA:Y, SR17C-DI-EBPM-03:SA:Y, SR17C-DI-EBPM-04:SA:Y, SR17C-DI-EBPM-05:SA:Y, SR17C-DI-EBPM-06:SA:Y, SR17C-DI-EBPM-07:SA:Y, SR18C-DI-EBPM-01:SA:Y, SR18C-DI-EBPM-02:SA:Y, SR18C-DI-EBPM-03:SA:Y, SR18C-DI-EBPM-04:SA:Y, SR18C-DI-EBPM-05:SA:Y, SR18C-DI-EBPM-06:SA:Y, SR18C-DI-EBPM-07:SA:Y, SR19C-DI-EBPM-01:SA:Y, SR19C-DI-EBPM-02:SA:Y, SR19C-DI-EBPM-03:SA:Y, SR19C-DI-EBPM-04:SA:Y, SR19C-DI-EBPM-05:SA:Y, SR19C-DI-EBPM-06:SA:Y, SR19C-DI-EBPM-07:SA:Y, SR20C-DI-EBPM-01:SA:Y, SR20C-DI-EBPM-02:SA:Y, SR20C-DI-EBPM-03:SA:Y, SR20C-DI-EBPM-04:SA:Y, SR20C-DI-EBPM-05:SA:Y, SR20C-DI-EBPM-06:SA:Y, SR20C-DI-EBPM-07:SA:Y, SR21C-DI-EBPM-01:SA:Y, SR21C-DI-EBPM-02:SA:Y, SR21C-DI-EBPM-03:SA:Y, SR21C-DI-EBPM-04:SA:Y, SR21C-DI-EBPM-05:SA:Y, SR21C-DI-EBPM-06:SA:Y, SR21C-DI-EBPM-07:SA:Y, SR22C-DI-EBPM-01:SA:Y, SR22C-DI-EBPM-02:SA:Y, SR22C-DI-EBPM-03:SA:Y, SR22C-DI-EBPM-04:SA:Y, SR22C-DI-EBPM-05:SA:Y, SR22C-DI-EBPM-06:SA:Y, SR22C-DI-EBPM-07:SA:Y, SR23C-DI-EBPM-01:SA:Y, SR23C-DI-EBPM-02:SA:Y, SR23C-DI-EBPM-03:SA:Y, SR23C-DI-EBPM-04:SA:Y, SR23C-DI-EBPM-05:SA:Y, SR23C-DI-EBPM-06:SA:Y, SR23C-DI-EBPM-07:SA:Y, SR24C-DI-EBPM-01:SA:Y, SR24C-DI-EBPM-02:SA:Y, SR24C-DI-EBPM-03:SA:Y, SR24C-DI-EBPM-04:SA:Y, SR24C-DI-EBPM-05:SA:Y, SR24C-DI-EBPM-06:SA:Y, SR24C-DI-EBPM-07:SA:Y",SR-DI-EBPM-01:SA:Y,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Waveform,inverse,EBPM-ENABLED:INTERIM,SR-DI-EBPM-01:ENABLED,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aIn,basic,SR-DI-EMIT-01:HEMIT,SR-DI-EMIT-01:HEMIT_MEAN,2.704534281384086
aIn,basic,SR-DI-EMIT-01:VEMIT,SR-DI-EMIT-01:VEMIT_MEAN,0.0
aIn,basic,SR23C-DI-TMBF-01:X:TUNE:TUNE,SR23C-DI-TMBF-01:TUNE:TUNE,0.18925375966340627
aIn,basic,SR23C-DI-TMBF-01:Y:TUNE:TUNE,SR23C-DI-TMBF-02:TUNE:TUNE,0.2769776252327062
aIn,refresh,SR-CS-TFB-01:TIMER,SR23C-DI-TMBF-01:TUNE:TUNE,0
aIn,refresh,SR-CS-TFB-01:TIMER,SR23C-DI-TMBF-02:TUNE:TUNE,0
aIn,refresh,SR-CS-VEFB-01:TIMER,SR-DI-EMIT-01:VEMIT,0
aIn,summate,"SR-DI-EMIT-01:HEMIT, SR-DI-EMIT-01:VEMIT",SR-DI-EMIT-01:EMITTANCE,2.704534281384086
